SecID, Time, Quantity, Price, OrderType, OrderID
AAPL,2020-10-25-02-27-53,147,120.52,BUY,4682,
AAPL,2020-10-25-02-48-18,126,120.5,SELL,4683,
AAPL,2020-10-25-02-43-12,94,120.44,SELL,4684,
AAPL,2020-10-25-02-38-47,160,120.89,SELL,4685,
AAPL,2020-10-25-02-42-05,170,120.35,SELL,4686,
AAPL,2020-10-25-02-37-42,79,121.71,BUY,4687,
AAPL,2020-10-25-02-39-42,146,120.51,BUY,4688,
AAPL,2020-10-25-02-36-34,134,120.3,BUY,4689,
AAPL,2020-10-25-02-23-15,154,119.64,BUY,4690,
AAPL,2020-10-25-02-37-21,50,120.4,SELL,4691,
AAPL,2020-10-25-02-20-50,105,120.08,SELL,4692,
AAPL,2020-10-25-02-37-58,89,120.35,SELL,4693,
AAPL,2020-10-25-02-47-02,91,120.46,SELL,4694,
AAPL,2020-10-25-02-10-16,181,120.66,BUY,4695,
AAPL,2020-10-25-02-31-13,134,120.05,SELL,4696,
AAPL,2020-10-25-02-26-01,96,120.25,SELL,4697,
AAPL,2020-10-25-02-46-10,103,121,SELL,4698,
AAPL,2020-10-25-02-41-11,138,121.65,SELL,4699,
AAPL,2020-10-25-02-45-31,168,121.27,SELL,4700,
AAPL,2020-10-25-02-31-40,177,121,SELL,4701,
AAPL,2020-10-25-02-33-42,170,119.9,BUY,4702,
AAPL,2020-10-25-02-20-16,83,120.49,BUY,4703,
AAPL,2020-10-25-02-30-51,119,120.47,SELL,4704,
AAPL,2020-10-25-02-37-36,101,120.35,BUY,4705,
AAPL,2020-10-25-02-28-13,93,120.55,SELL,4706,
AAPL,2020-10-25-02-39-48,71,121.32,SELL,4707,
AAPL,2020-10-25-02-25-33,159,120.49,SELL,4708,
AAPL,2020-10-25-02-23-23,150,120.66,SELL,4709,
AAPL,2020-10-25-02-22-17,89,120.54,BUY,4710,
AAPL,2020-10-25-02-48-38,87,120.36,BUY,4711,
AAPL,2020-10-25-02-30-30,124,120.45,SELL,4712,
AAPL,2020-10-25-02-39-21,144,121.31,SELL,4713,
AAPL,2020-10-25-02-29-28,86,120.79,BUY,4714,
AAPL,2020-10-25-02-37-10,164,120,SELL,4715,
AAPL,2020-10-25-02-19-16,150,120.32,BUY,4716,
AAPL,2020-10-25-02-32-10,61,120.89,BUY,4717,
AAPL,2020-10-25-02-29-52,169,120.87,SELL,4718,
AAPL,2020-10-25-02-34-48,146,121.04,SELL,4719,
AAPL,2020-10-25-02-26-56,105,121.08,BUY,4720,
AAPL,2020-10-25-02-20-29,137,119.96,BUY,4721,
AAPL,2020-10-25-02-56-56,126,119.88,SELL,4722,
AAPL,2020-10-25-02-43-09,151,119.71,SELL,4723,
AAPL,2020-10-25-02-20-49,153,120.15,SELL,4724,
AAPL,2020-10-25-02-13-58,81,120.35,BUY,4725,
AAPL,2020-10-25-02-32-53,118,120.38,SELL,4726,
AAPL,2020-10-25-02-52-35,106,121.03,BUY,4727,
AAPL,2020-10-25-02-22-48,129,120.74,BUY,4728,
AAPL,2020-10-25-02-21-54,107,119.63,BUY,4729,
AAPL,2020-10-25-02-46-45,230,120.53,BUY,4730,
AAPL,2020-10-25-02-27-24,106,120.2,SELL,4731,
AAPL,2020-10-25-02-51-27,141,120.69,BUY,4732,
AAPL,2020-10-25-02-41-41,46,120,SELL,4733,
AAPL,2020-10-25-02-16-11,154,120.53,SELL,4734,
AAPL,2020-10-25-02-29-22,75,120.66,SELL,4735,
AAPL,2020-10-25-02-44-27,107,120.92,BUY,4736,
AAPL,2020-10-25-02-47-01,54,121.17,BUY,4737,
AAPL,2020-10-25-02-24-00,139,120.56,BUY,4738,
AAPL,2020-10-25-02-28-11,191,120.12,BUY,4739,
AAPL,2020-10-25-02-38-23,148,120.74,SELL,4740,
AAPL,2020-10-25-02-14-41,112,120.64,BUY,4741,
AAPL,2020-10-25-02-38-34,50,120.16,BUY,4742,
AAPL,2020-10-25-02-36-45,89,120.38,SELL,4743,
AAPL,2020-10-25-02-53-01,7,120.6,BUY,4744,
AAPL,2020-10-25-02-31-35,133,120.43,SELL,4745,
AAPL,2020-10-25-02-29-11,129,120.35,SELL,4746,
AAPL,2020-10-25-02-38-14,82,120.73,BUY,4747,
AAPL,2020-10-25-02-01-02,119,119.99,SELL,4748,
AAPL,2020-10-25-02-30-27,159,120.46,SELL,4749,
AAPL,2020-10-25-02-14-50,67,120.49,SELL,4750,
AAPL,2020-10-25-02-27-47,70,120.55,SELL,4751,
AAPL,2020-10-25-02-42-24,168,120.47,SELL,4752,
AAPL,2020-10-25-02-32-58,114,120.74,BUY,4753,
AAPL,2020-10-25-02-24-45,118,120.51,BUY,4754,
AAPL,2020-10-25-02-34-46,140,120.61,SELL,4755,
AAPL,2020-10-25-02-23-15,83,120.27,SELL,4756,
AAPL,2020-10-25-02-23-08,169,120.39,SELL,4757,
AAPL,2020-10-25-02-54-40,165,121.01,SELL,4758,
AAPL,2020-10-25-02-15-50,93,120.24,BUY,4759,
AAPL,2020-10-25-02-26-22,120,120.57,SELL,4760,
AAPL,2020-10-25-02-26-50,63,119.71,SELL,4761,
AAPL,2020-10-25-02-25-22,144,120.2,SELL,4762,
AAPL,2020-10-25-02-19-26,76,120.54,BUY,4763,
AAPL,2020-10-25-02-37-41,60,120.12,BUY,4764,
AAPL,2020-10-25-02-28-30,100,120.53,SELL,4765,
AAPL,2020-10-25-02-09-46,24,120.23,BUY,4766,
AAPL,2020-10-25-02-17-30,130,119.86,SELL,4767,
AAPL,2020-10-25-02-50-17,174,120.89,BUY,4768,
AAPL,2020-10-25-02-30-46,102,120.26,BUY,4769,
AAPL,2020-10-25-02-48-12,97,120.38,BUY,4770,
AAPL,2020-10-25-02-26-12,152,120.18,SELL,4771,
AAPL,2020-10-25-02-23-06,154,120.91,SELL,4772,
AAPL,2020-10-25-02-34-07,103,119.88,BUY,4773,
AAPL,2020-10-25-02-24-23,118,120.43,SELL,4774,
AAPL,2020-10-25-02-24-26,139,120.81,SELL,4775,
AAPL,2020-10-25-02-44-01,78,119.94,BUY,4776,
AAPL,2020-10-25-02-30-28,126,120.46,SELL,4777,
AAPL,2020-10-25-02-28-35,140,120.5,SELL,4778,
AAPL,2020-10-25-02-30-50,100,121.09,SELL,4779,
AAPL,2020-10-25-02-40-11,91,121.08,SELL,4780,
AAPL,2020-10-25-02-18-15,114,120.52,SELL,4781,
AAPL,2020-10-25-02-16-40,63,120.66,SELL,4782,
AAPL,2020-10-25-02-35-47,162,120.63,BUY,4783,
AAPL,2020-10-25-02-26-55,122,120.93,BUY,4784,
AAPL,2020-10-25-02-27-36,78,119.43,BUY,4785,
AAPL,2020-10-25-02-28-41,81,120.62,SELL,4786,
AAPL,2020-10-25-02-28-09,99,120.41,SELL,4787,
AAPL,2020-10-25-02-34-41,194,120.38,BUY,4788,
AAPL,2020-10-25-02-07-11,136,120.82,BUY,4789,
AAPL,2020-10-25-02-39-38,106,120.32,SELL,4790,
AAPL,2020-10-25-02-20-57,220,120.52,BUY,4791,
AAPL,2020-10-25-02-42-50,92,120.5,SELL,4792,
AAPL,2020-10-25-02-08-41,158,120.13,BUY,4793,
AAPL,2020-10-25-02-41-06,142,120.75,BUY,4794,
AAPL,2020-10-25-02-41-33,163,120.54,BUY,4795,
AAPL,2020-10-25-02-01-27,111,120.19,SELL,4796,
AAPL,2020-10-25-02-23-05,148,120.09,SELL,4797,
AAPL,2020-10-25-02-24-38,36,121.27,SELL,4798,
AAPL,2020-10-25-02-18-11,126,120.14,BUY,4799,
AAPL,2020-10-25-02-27-58,120,120.11,SELL,4800,
AAPL,2020-10-25-02-22-05,115,120.34,SELL,4801,
AAPL,2020-10-25-02-27-19,45,120.07,SELL,4802,
AAPL,2020-10-25-02-44-09,198,120.63,BUY,4803,
AAPL,2020-10-25-02-25-15,146,119.61,BUY,4804,
AAPL,2020-10-25-02-23-07,99,120.42,SELL,4805,
AAPL,2020-10-25-02-33-38,143,120.38,SELL,4806,
AAPL,2020-10-25-02-24-24,139,120.64,SELL,4807,
AAPL,2020-10-25-02-27-26,120,120.24,BUY,4808,
AAPL,2020-10-25-02-38-59,113,120.13,SELL,4809,
AAPL,2020-10-25-02-39-52,96,121.04,SELL,4810,
AAPL,2020-10-25-02-29-52,104,120.14,BUY,4811,
AAPL,2020-10-25-02-49-14,70,120.83,BUY,4812,
AAPL,2020-10-25-02-13-15,138,120.17,SELL,4813,
AAPL,2020-10-25-02-38-17,76,120.92,SELL,4814,
AAPL,2020-10-25-02-54-47,84,120.42,BUY,4815,
AAPL,2020-10-25-02-34-11,128,120.2,BUY,4816,
AAPL,2020-10-25-02-24-25,92,121.07,SELL,4817,
AAPL,2020-10-25-02-22-02,94,119.89,SELL,4818,
AAPL,2020-10-25-02-17-25,71,120.2,SELL,4819,
AAPL,2020-10-25-02-27-37,78,120.62,SELL,4820,
AAPL,2020-10-25-02-40-38,109,120.26,BUY,4821,
AAPL,2020-10-25-02-46-49,170,120.72,BUY,4822,
AAPL,2020-10-25-02-49-09,80,120.81,SELL,4823,
AAPL,2020-10-25-02-35-43,130,121.12,SELL,4824,
AAPL,2020-10-25-02-29-44,103,120.27,SELL,4825,
AAPL,2020-10-25-02-27-59,174,120.66,BUY,4826,
AAPL,2020-10-25-02-38-27,158,121.09,SELL,4827,
AAPL,2020-10-25-02-10-43,134,120.45,SELL,4828,
AAPL,2020-10-25-02-19-38,167,120.74,BUY,4829,
AAPL,2020-10-25-02-24-12,116,120.62,BUY,4830,
AAPL,2020-10-25-02-41-36,81,119.97,SELL,4831,
AAPL,2020-10-25-02-29-56,91,120.18,BUY,4832,
AAPL,2020-10-25-02-16-45,134,120.75,SELL,4833,
AAPL,2020-10-25-02-26-20,143,120.65,SELL,4834,
AAPL,2020-10-25-02-36-10,106,120.69,SELL,4835,
AAPL,2020-10-25-02-38-29,111,120.67,BUY,4836,
AAPL,2020-10-25-02-12-35,106,120.46,BUY,4837,
AAPL,2020-10-25-02-37-20,167,120.77,SELL,4838,
AAPL,2020-10-25-02-54-52,83,120.21,BUY,4839,
AAPL,2020-10-25-02-50-00,149,120.26,BUY,4840,
AAPL,2020-10-25-02-27-11,45,120.84,BUY,4841,
AAPL,2020-10-25-02-31-24,126,121.47,SELL,4842,
AAPL,2020-10-25-02-20-12,72,120.86,SELL,4843,
AAPL,2020-10-25-02-38-53,94,120.24,BUY,4844,
AAPL,2020-10-25-02-14-15,63,120.7,BUY,4845,
AAPL,2020-10-25-02-42-26,64,119.97,BUY,4846,
AAPL,2020-10-25-02-30-10,130,120.64,BUY,4847,
AAPL,2020-10-25-02-29-51,159,120.7,SELL,4848,
AAPL,2020-10-25-02-40-11,137,120.29,BUY,4849,
AAPL,2020-10-25-03-07-44,74,120.5,SELL,4850,
AAPL,2020-10-25-02-36-02,60,120.2,SELL,4851,
AAPL,2020-10-25-02-26-37,185,119.61,BUY,4852,
AAPL,2020-10-25-02-30-38,80,121.06,SELL,4853,
AAPL,2020-10-25-02-20-52,89,119.95,BUY,4854,
AAPL,2020-10-25-02-29-44,141,119.56,BUY,4855,
AAPL,2020-10-25-02-38-33,207,120.65,BUY,4856,
AAPL,2020-10-25-02-37-17,135,119.6,SELL,4857,
AAPL,2020-10-25-02-31-59,94,120.03,SELL,4858,
AAPL,2020-10-25-02-42-53,88,120.22,BUY,4859,
AAPL,2020-10-25-01-59-05,102,120.5,SELL,4860,
AAPL,2020-10-25-02-26-28,165,120.24,BUY,4861,
AAPL,2020-10-25-02-37-01,105,120.59,SELL,4862,
AAPL,2020-10-25-02-36-31,80,120.69,BUY,4863,
AAPL,2020-10-25-02-29-41,29,120.3,BUY,4864,
AAPL,2020-10-25-02-19-53,111,120.55,SELL,4865,
AAPL,2020-10-25-02-36-22,135,120.9,BUY,4866,
AAPL,2020-10-25-02-31-49,200,120.77,SELL,4867,
AAPL,2020-10-25-02-28-44,148,120.93,BUY,4868,
AAPL,2020-10-25-02-36-54,129,120.16,BUY,4869,
AAPL,2020-10-25-02-23-08,90,121.46,BUY,4870,
AAPL,2020-10-25-02-36-08,110,120.79,SELL,4871,
AAPL,2020-10-25-02-44-37,87,120.75,BUY,4872,
AAPL,2020-10-25-02-41-06,145,120.22,SELL,4873,
AAPL,2020-10-25-02-25-01,185,120.99,SELL,4874,
AAPL,2020-10-25-02-07-51,185,120.36,SELL,4875,
AAPL,2020-10-25-02-43-52,157,120.47,BUY,4876,
AAPL,2020-10-25-02-30-59,76,120.21,BUY,4877,
AAPL,2020-10-25-02-45-49,129,120.83,BUY,4878,
AAPL,2020-10-25-02-20-48,62,120.51,BUY,4879,
AAPL,2020-10-25-02-12-14,80,120.14,BUY,4880,
AAPL,2020-10-25-02-24-59,133,120.02,BUY,4881,
AAPL,2020-10-25-02-33-34,73,120.96,SELL,4882,
AAPL,2020-10-25-02-24-09,148,120.55,BUY,4883,
AAPL,2020-10-25-02-40-38,131,120.8,BUY,4884,
AAPL,2020-10-25-02-17-54,114,120.48,BUY,4885,
AAPL,2020-10-25-02-49-54,135,120.48,SELL,4886,
AAPL,2020-10-25-02-24-11,179,119.65,SELL,4887,
AAPL,2020-10-25-02-10-50,80,120.02,SELL,4888,
AAPL,2020-10-25-02-26-54,176,120.45,SELL,4889,
AAPL,2020-10-25-02-21-15,165,121.03,SELL,4890,
AAPL,2020-10-25-02-28-29,52,120.23,SELL,4891,
AAPL,2020-10-25-02-31-40,128,120.65,SELL,4892,
AAPL,2020-10-25-02-25-04,27,120.21,BUY,4893,
AAPL,2020-10-25-02-46-31,58,121.37,BUY,4894,
AAPL,2020-10-25-02-35-55,89,120.33,SELL,4895,
AAPL,2020-10-25-02-01-55,147,120.14,BUY,4896,
AAPL,2020-10-25-02-04-55,131,120.74,BUY,4897,
AAPL,2020-10-25-02-31-17,158,120.11,BUY,4898,
AAPL,2020-10-25-02-44-27,116,120.52,SELL,4899,
AAPL,2020-10-25-01-59-57,113,120.31,BUY,4900,
AAPL,2020-10-25-02-30-53,108,120.77,SELL,4901,
AAPL,2020-10-25-02-04-29,134,120.73,BUY,4902,
AAPL,2020-10-25-02-31-59,80,120.71,BUY,4903,
AAPL,2020-10-25-02-36-06,119,120.64,SELL,4904,
AAPL,2020-10-25-02-19-54,91,119.92,BUY,4905,
AAPL,2020-10-25-02-51-41,132,119.94,SELL,4906,
AAPL,2020-10-25-02-17-15,159,120.62,SELL,4907,
AAPL,2020-10-25-02-04-46,167,119.87,SELL,4908,
AAPL,2020-10-25-02-50-05,112,120.3,SELL,4909,
AAPL,2020-10-25-02-50-37,157,120.82,BUY,4910,
AAPL,2020-10-25-02-22-45,144,120.11,SELL,4911,
AAPL,2020-10-25-02-23-16,199,119.96,BUY,4912,
AAPL,2020-10-25-02-21-54,172,120.39,SELL,4913,
AAPL,2020-10-25-02-45-53,163,121.24,SELL,4914,
AAPL,2020-10-25-02-25-50,166,120.94,SELL,4915,
AAPL,2020-10-25-02-11-22,62,121.53,SELL,4916,
AAPL,2020-10-25-02-26-21,135,120.17,BUY,4917,
AAPL,2020-10-25-02-42-04,139,120.34,SELL,4918,
AAPL,2020-10-25-02-33-29,215,120.51,BUY,4919,
AAPL,2020-10-25-02-13-09,137,120.46,SELL,4920,
AAPL,2020-10-25-02-24-11,119,120.5,BUY,4921,
AAPL,2020-10-25-02-36-05,62,120.01,BUY,4922,
AAPL,2020-10-25-02-44-50,71,120.05,BUY,4923,
AAPL,2020-10-25-02-16-15,127,119.89,BUY,4924,
AAPL,2020-10-25-02-18-03,165,120.15,SELL,4925,
AAPL,2020-10-25-02-34-14,175,120.78,BUY,4926,
AAPL,2020-10-25-02-43-25,64,120.46,SELL,4927,
AAPL,2020-10-25-02-20-56,121,120.11,SELL,4928,
AAPL,2020-10-25-02-39-26,114,120.69,BUY,4929,
AAPL,2020-10-25-02-54-53,106,120.32,SELL,4930,
AAPL,2020-10-25-02-43-04,125,120.2,BUY,4931,
AAPL,2020-10-25-02-40-25,148,120.64,SELL,4932,
AAPL,2020-10-25-02-27-59,90,120.44,BUY,4933,
AAPL,2020-10-25-02-12-53,132,120.46,SELL,4934,
AAPL,2020-10-25-02-32-12,76,120.63,SELL,4935,
AAPL,2020-10-25-02-27-17,178,120.45,BUY,4936,
AAPL,2020-10-25-02-41-35,138,120,BUY,4937,
AAPL,2020-10-25-02-19-45,79,120.99,SELL,4938,
AAPL,2020-10-25-02-05-35,139,120.43,SELL,4939,
AAPL,2020-10-25-02-31-48,68,120.69,SELL,4940,
AAPL,2020-10-25-02-13-21,149,120.54,BUY,4941,
AAPL,2020-10-25-02-35-30,171,120.59,BUY,4942,
AAPL,2020-10-25-02-17-59,166,120.19,SELL,4943,
AAPL,2020-10-25-02-12-24,135,119.91,BUY,4944,
AAPL,2020-10-25-02-23-19,119,121.19,SELL,4945,
AAPL,2020-10-25-02-25-51,116,120.96,BUY,4946,
AAPL,2020-10-25-02-22-19,213,120.91,BUY,4947,
AAPL,2020-10-25-02-47-47,103,121.05,BUY,4948,
AAPL,2020-10-25-02-35-13,103,120.72,SELL,4949,
AAPL,2020-10-25-02-25-45,108,120.28,BUY,4950,
AAPL,2020-10-25-02-44-13,182,120.25,SELL,4951,
AAPL,2020-10-25-02-38-41,95,120.4,BUY,4952,
AAPL,2020-10-25-02-34-31,100,120.35,BUY,4953,
AAPL,2020-10-25-02-27-55,102,120.59,SELL,4954,
AAPL,2020-10-25-02-07-31,84,120.34,BUY,4955,
AAPL,2020-10-25-02-34-19,118,120.38,BUY,4956,
AAPL,2020-10-25-02-28-49,98,120.8,BUY,4957,
AAPL,2020-10-25-02-34-23,230,121.04,SELL,4958,
AAPL,2020-10-25-02-00-11,103,120.08,BUY,4959,
AAPL,2020-10-25-02-34-28,101,120.76,BUY,4960,
AAPL,2020-10-25-02-30-39,96,120.17,BUY,4961,
AAPL,2020-10-25-02-28-06,126,120.55,SELL,4962,
AAPL,2020-10-25-02-30-51,105,120.78,BUY,4963,
AAPL,2020-10-25-02-31-32,119,121.01,BUY,4964,
AAPL,2020-10-25-02-29-44,81,120.14,BUY,4965,
AAPL,2020-10-25-02-22-51,87,120.66,BUY,4966,
AAPL,2020-10-25-02-08-48,86,120.46,SELL,4967,
AAPL,2020-10-25-02-42-10,155,120.44,SELL,4968,
AAPL,2020-10-25-02-41-54,79,120.03,SELL,4969,
AAPL,2020-10-25-02-29-19,214,120,BUY,4970,
AAPL,2020-10-25-02-21-37,134,120.52,SELL,4971,
AAPL,2020-10-25-02-26-10,120,120.92,BUY,4972,
AAPL,2020-10-25-02-16-58,96,120.69,BUY,4973,
AAPL,2020-10-25-02-31-24,156,120.98,SELL,4974,
AAPL,2020-10-25-02-22-21,95,120.94,BUY,4975,
AAPL,2020-10-25-02-12-20,85,120.54,BUY,4976,
AAPL,2020-10-25-02-33-47,141,120.67,SELL,4977,
AAPL,2020-10-25-02-31-12,123,120.27,SELL,4978,
AAPL,2020-10-25-02-22-49,149,120.74,SELL,4979,
AAPL,2020-10-25-02-20-15,85,120.63,SELL,4980,
AAPL,2020-10-25-02-20-09,193,120.65,BUY,4981,
AAPL,2020-10-25-02-31-34,142,120.43,SELL,4982,
AAPL,2020-10-25-02-38-15,158,120.75,SELL,4983,
AAPL,2020-10-25-02-27-21,136,120.78,SELL,4984,
AAPL,2020-10-25-02-12-39,120,120.28,BUY,4985,
AAPL,2020-10-25-02-34-20,134,119.65,BUY,4986,
AAPL,2020-10-25-02-46-21,74,120.99,BUY,4987,
AAPL,2020-10-25-02-56-43,169,120.36,SELL,4988,
AAPL,2020-10-25-02-35-10,134,119.91,SELL,4989,
AAPL,2020-10-25-02-28-03,99,120.29,SELL,4990,
AAPL,2020-10-25-02-25-38,135,120.12,BUY,4991,
AAPL,2020-10-25-02-40-35,62,120.68,SELL,4992,
AAPL,2020-10-25-02-30-24,168,121.24,BUY,4993,
AAPL,2020-10-25-02-26-32,111,120.28,SELL,4994,
AAPL,2020-10-25-02-25-33,161,121.02,BUY,4995,
AAPL,2020-10-25-02-55-51,89,120.22,SELL,4996,
AAPL,2020-10-25-02-20-38,138,120.44,SELL,4997,
AAPL,2020-10-25-02-18-58,119,120.66,BUY,4998,
AAPL,2020-10-25-02-41-17,156,121.01,BUY,4999,
AAPL,2020-10-25-02-12-19,147,119.84,BUY,5000,
GOOG,2020-10-23-22-51-45,13,999.29,BUY,5001,
GOOG,2020-10-23-22-35-26,15,1001.4,BUY,5002,
GOOG,2020-10-23-22-35-21,15,998.84,BUY,5003,
GOOG,2020-10-23-22-40-47,16,999.38,SELL,5004,
GOOG,2020-10-23-22-45-04,15,998.59,SELL,5005,
GOOG,2020-10-23-22-39-45,15,999.79,SELL,5006,
GOOG,2020-10-23-22-49-47,11,995.67,SELL,5007,
GOOG,2020-10-23-22-46-26,17,1003.18,BUY,5008,
GOOG,2020-10-23-22-44-00,18,999.95,BUY,5009,
GOOG,2020-10-23-22-43-46,18,1002.15,BUY,5010,
GOOG,2020-10-23-22-44-26,12,997.33,SELL,5011,
GOOG,2020-10-23-22-50-17,23,999.74,SELL,5012,
GOOG,2020-10-23-22-42-49,12,998.75,BUY,5013,
GOOG,2020-10-23-22-40-54,7,1001.17,SELL,5014,
GOOG,2020-10-23-22-50-03,13,1001.49,SELL,5015,
GOOG,2020-10-23-22-39-50,9,1001.1,SELL,5016,
GOOG,2020-10-23-22-39-37,12,999.02,SELL,5017,
GOOG,2020-10-23-22-51-56,12,1000.86,BUY,5018,
GOOG,2020-10-23-22-45-09,8,998.2,BUY,5019,
GOOG,2020-10-23-22-40-21,17,1000.59,SELL,5020,
GOOG,2020-10-23-22-41-14,15,1004.08,BUY,5021,
GOOG,2020-10-23-22-37-49,6,999.09,BUY,5022,
GOOG,2020-10-23-22-50-37,10,997.24,BUY,5023,
GOOG,2020-10-23-22-51-43,15,1001.99,SELL,5024,
GOOG,2020-10-23-22-43-29,18,1000.62,SELL,5025,
GOOG,2020-10-23-22-42-46,11,1002.02,SELL,5026,
GOOG,2020-10-23-22-40-08,15,1000.55,BUY,5027,
GOOG,2020-10-23-22-42-59,12,999.89,SELL,5028,
GOOG,2020-10-23-22-35-46,15,1003.66,BUY,5029,
GOOG,2020-10-23-22-37-03,22,1001.73,SELL,5030,
GOOG,2020-10-23-22-48-48,15,995.82,BUY,5031,
GOOG,2020-10-23-22-47-49,17,1000.9,BUY,5032,
GOOG,2020-10-23-22-54-17,12,996.53,BUY,5033,
GOOG,2020-10-23-22-43-07,12,997.87,BUY,5034,
GOOG,2020-10-23-22-44-45,15,1000.48,BUY,5035,
GOOG,2020-10-23-22-45-54,23,999.88,BUY,5036,
GOOG,2020-10-23-22-53-52,22,1000.55,BUY,5037,
GOOG,2020-10-23-22-42-33,9,998.13,BUY,5038,
GOOG,2020-10-23-22-54-33,14,998.64,BUY,5039,
GOOG,2020-10-23-22-51-20,16,998.82,BUY,5040,
GOOG,2020-10-23-22-43-48,13,999.74,SELL,5041,
GOOG,2020-10-23-22-42-42,13,997.45,BUY,5042,
GOOG,2020-10-23-22-39-45,17,997.77,BUY,5043,
GOOG,2020-10-23-22-37-56,11,998.13,SELL,5044,
GOOG,2020-10-23-22-36-04,19,1001.25,SELL,5045,
GOOG,2020-10-23-22-48-23,12,1001.88,BUY,5046,
GOOG,2020-10-23-22-47-29,19,999.59,SELL,5047,
GOOG,2020-10-23-22-42-42,14,1005.73,SELL,5048,
GOOG,2020-10-23-22-47-58,15,1003.63,SELL,5049,
GOOG,2020-10-23-22-40-27,12,998.97,SELL,5050,
GOOG,2020-10-23-22-45-27,15,1001.44,BUY,5051,
GOOG,2020-10-23-22-53-19,8,1000.39,BUY,5052,
GOOG,2020-10-23-22-46-49,22,997.98,SELL,5053,
GOOG,2020-10-23-22-48-46,21,999.49,BUY,5054,
GOOG,2020-10-23-22-51-22,17,1000.21,BUY,5055,
GOOG,2020-10-23-22-50-30,19,999.27,BUY,5056,
GOOG,2020-10-23-22-49-37,10,1001.55,BUY,5057,
GOOG,2020-10-23-22-46-40,14,996.27,BUY,5058,
GOOG,2020-10-23-22-47-30,16,995.72,BUY,5059,
GOOG,2020-10-23-22-43-27,17,1002.44,BUY,5060,
GOOG,2020-10-23-22-35-56,25,999.67,BUY,5061,
GOOG,2020-10-23-22-43-35,12,999.08,BUY,5062,
GOOG,2020-10-23-22-45-39,15,1000.12,BUY,5063,
GOOG,2020-10-23-22-45-36,14,1000.79,BUY,5064,
GOOG,2020-10-23-22-44-48,19,1000.98,SELL,5065,
GOOG,2020-10-23-22-52-28,10,998.71,BUY,5066,
GOOG,2020-10-23-22-50-40,19,997.57,SELL,5067,
GOOG,2020-10-23-22-41-29,15,1001.28,BUY,5068,
GOOG,2020-10-23-22-40-41,13,999.34,BUY,5069,
GOOG,2020-10-23-22-56-53,14,999.47,BUY,5070,
GOOG,2020-10-23-22-45-27,8,1000.28,SELL,5071,
GOOG,2020-10-23-22-38-36,12,996.19,BUY,5072,
GOOG,2020-10-23-22-44-08,17,1001.17,BUY,5073,
GOOG,2020-10-23-22-41-10,19,1001.2,SELL,5074,
GOOG,2020-10-23-22-40-04,12,998.79,BUY,5075,
GOOG,2020-10-23-22-59-03,10,1002.53,BUY,5076,
GOOG,2020-10-23-22-43-59,13,1001.8,SELL,5077,
GOOG,2020-10-23-22-41-02,7,1002.29,SELL,5078,
GOOG,2020-10-23-22-50-12,13,998.7,SELL,5079,
GOOG,2020-10-23-22-44-49,14,1000.62,BUY,5080,
GOOG,2020-10-23-22-45-08,13,999.27,SELL,5081,
GOOG,2020-10-23-22-42-04,10,998.87,BUY,5082,
GOOG,2020-10-23-22-45-05,20,1003.54,SELL,5083,
GOOG,2020-10-23-22-43-14,15,1002.31,SELL,5084,
GOOG,2020-10-23-22-43-48,9,997.14,BUY,5085,
GOOG,2020-10-23-22-35-20,9,998.05,SELL,5086,
GOOG,2020-10-23-22-34-01,13,999.66,SELL,5087,
GOOG,2020-10-23-22-46-35,13,1003.22,BUY,5088,
GOOG,2020-10-23-22-43-13,16,998.64,SELL,5089,
GOOG,2020-10-23-22-44-06,11,999.34,SELL,5090,
GOOG,2020-10-23-22-45-13,10,1003.08,SELL,5091,
GOOG,2020-10-23-22-42-20,15,999.54,SELL,5092,
GOOG,2020-10-23-22-45-31,14,1001.8,SELL,5093,
GOOG,2020-10-23-22-46-28,16,1003.03,SELL,5094,
GOOG,2020-10-23-22-47-15,20,1005.42,BUY,5095,
GOOG,2020-10-23-22-43-48,10,1001.9,BUY,5096,
GOOG,2020-10-23-22-41-07,20,1003.01,BUY,5097,
GOOG,2020-10-23-22-49-12,14,998.95,SELL,5098,
GOOG,2020-10-23-22-39-06,12,999.96,SELL,5099,
GOOG,2020-10-23-22-38-58,17,1002.12,BUY,5100,
GOOG,2020-10-23-22-46-22,16,1004.3,SELL,5101,
GOOG,2020-10-23-22-33-38,15,999.87,SELL,5102,
GOOG,2020-10-23-22-33-26,20,997.84,SELL,5103,
GOOG,2020-10-23-22-45-01,8,996.76,SELL,5104,
GOOG,2020-10-23-22-34-53,11,1000.31,SELL,5105,
GOOG,2020-10-23-22-48-20,19,1001.29,SELL,5106,
GOOG,2020-10-23-22-41-12,18,1000.86,BUY,5107,
GOOG,2020-10-23-22-48-02,4,998.89,SELL,5108,
GOOG,2020-10-23-22-41-03,6,1002.28,SELL,5109,
GOOG,2020-10-23-22-43-35,20,1001.81,BUY,5110,
GOOG,2020-10-23-22-52-48,14,1002.09,SELL,5111,
GOOG,2020-10-23-22-52-35,16,997.8,SELL,5112,
GOOG,2020-10-23-22-44-36,16,1007.27,SELL,5113,
GOOG,2020-10-23-22-51-57,14,999.61,SELL,5114,
GOOG,2020-10-23-22-49-07,12,1001.36,SELL,5115,
GOOG,2020-10-23-22-40-56,16,1004.11,SELL,5116,
